"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Panelprogram","Parkolás","Parkolóhely ára"
"11","Szentes, Városközpont","17,5 millió Ft","56 m²","2","Szentes szívében 4. emeleti 56 m2-es felújított lakás eladó.Az ingatlanban 2 szoba, konyha-étkezo, toalett, fürdoszoba, közlekedo  található amit megkoronáz egy nagyméretu erkély is, melynek kilátása játszótérre néz.A szobák burkolata laminált padló a többi helyiségé járólap.Futése gáz-konvektorokkal történik illetve a a helyiségek hutésére-futésére egy klíma is helyet kapott.Melegvíz ellátása gáz-átfolyós vízmelegítovel megoldott.Az ingatlan villanyházlózata teljesen újra lett húzva.Nyílászárói ki vannak cserélve.Központi elhelyezkedése miatt könnyedén elérheto minden.Ár : 17.500.000 Ft Teljes köru INGYENES hitelügyintézés(Minosített Fogyasztóbarát jelzáloghitelek, CSOK, Babaváró,személyi kölcsönök) Amennyiben az ingatlan felkeltette az érdeklodését, kérem keressen bizalommal.","felújított","1950 és 1980 között","összkomfortos","nincs megadva","4","4","nincs","nincs megadva","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","dél","utcai","nincs megadva","nincs megadva","nincs megadva","nem vett részt","utca, közterület - fizetos övezet",NA
"12","XIII. kerület, Balzac utca","72,9 millió Ft","77 m²","3","AMERIKAI KONYHÁS NAPPALI+ 2 HÁLÓS ERKÉLYES LAKÁS ÚJLIPÓTVÁROS SZÍVÉBEN!BEFEKTETOK FIGYELEM!XIII. Hegedus Gyula -Balzac utca keresztezodésénél kínálunk eladásra 77 m2, amerikai konyhás nappali+ 2 hálós,cirkó futéses erkélyes lakás.Rendezett, szép állapotban lévo ,liftes társasházban található ez az ingatlan. Tökéletesen alkalmas kis,-és nagycsaládosoknak, valamint befektetoknek is kiadhatósága miatt.A Duna House teljes kínálatával kapcsolatban forduljon hozzám bizalommal. Eladás és vétel teljes köru ügyintézése, ingyenes tanácsadás, értékbecslés, megbízható ügyvédi háttér biztosítása.Hitel és CSOK ügyintézés garantáltan a leggyorsabban, a legjobb feltételekkel. Személyre szabott ingyenes pénzügyi tanácsadás biztosításokkal és befektetésekkel kapcsolatban.Irányára:73 900 000 Ft.","felújított","1950 elott","nincs megadva","nincs megadva","félemelet","nincs megadva","van","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délkelet","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"13","Balatonalmádi, Városközpont","74,2 millió Ft","79 m²","3","BALATONALMÁDI KÖZPONTBAN ÚJSZERU NAGY LAKÁS ELADÓ!Balatonalmádi városközpontban eladó egy 2018-ban épült társasházban 79 m2 alapterületu lakás, melyet irodának használnak jelenleg.Az igényes, szép állapotú lakás az 1. emeleten van, de a ház lifttel is rendelkezik.Helyiségek: nappali, konyha, 2 szoba, kamra, folyosó, WC-helyiség, erkély.A nyílászárók hoszigetelt muanyagok, a burkolatok járólap és laminált parketta.A lakás rezsije rendkívül alacsony, a közös költség díja magasabb az átlagnál a házban muködo lift miatt.Gyönyöru napsütötte, világos lakás Balatonalmádi szívében, minden szolgáltatás pár perc sétával elérheto!","újszeru","2018","összkomfortos","nincs megadva","1","3","van","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délkelet","utcai","3 m²","nem","nem tetotéri",NA,"nincs megadva",NA
"14","VI. kerület, Külso-Terézváros","99,8 millió Ft","73 m²","2","Eladó a VI.-kerületben,Terézvárosban a Kodály Körönd közelében, azonnal költözheto, 95m2-es, gyönyöru állapotú lakás, mely 40m2-es tetoterasszal rendelkezik.A polgári hangulatú ház 1930-körül épült, majd 2009-ben ráépítettek 2-emeletet, és ellátták egy üveg-kabinos 4-személyes lifttel.A lakás 2009-ben épült téglából, magas szinvonalú kivitelezéssel. Világos, napfényes, minden helyiségben ablakokkal ellátott.Az ingatlan a folyosó végén nyílik, átjárás a lakás elott nincs.Elosztása: elotér, melybol külön WC nyílik.Egy légteru nappali, amerikai-konyhás étkezo, melybol leválasztással egy nagy, ablakos szoba is kialakítható, jelenleg összesen 48m2-es.  Fürdoszoba, melyben épített zuhanyzó, kád, WC és piszoár is elhelyezésre került, a mosdó alatti beépített bútorban mosógép kapott helyet.Hálószoba, mely saját erkéllyel rendelkezik. A hálószoba és a nappali is klímával felszerelt.A nappaliból jutunk fel a tetoteraszra, mely kizárólag ehhez a lakáshoz tartozik, ez az alapító okiratban is szerepel.A tetoterasz villany, víz, csatorna ellátottságú, zuhanyzó, szauna, jakuzzi elhelyezheto rajta. Jelenleg grill és pihenoteraszként használják.Az ingatlan riasztóval és biztonsági ajtóval rendelkezik.A vételárba a teljes bútorzat és a gépesített konyha is benne foglaltatik.A lakáshoz tartozik egy 3m2-es saját tároló a pincében, mely zárható.Az udvaron bicikli tárolásra van lehetoség.A közös képviselo rendkívül precíz, a háznak van megtakarítása.A közlekedés kiváló, kisföldalatti, busz, villamos, troli, vonat a közelben.A Városliget és a Hosök tere 12-perc sétatávolságra van.Hasonló új építésu ingatlanok ajánlásában tudok segíteni hívjon bizalommal a meg adott telefonszámon.","újszeru","2001 és 2010 között","összkomfortos","nincs megadva","nincs megadva","nincs megadva","van","3 m-nél alacsonyabb","gáz (cirko), padlófutés","van","nincs megadva","nincs megadva","nincs megadva","délnyugat","utcai","44 m²","nincs megadva","nincs megadva",NA,"nincs megadva",NA
"15","Nyíregyháza, Belváros","20,9 millió Ft","52 m²","2","Nyíregyháza Sóstói úton, D-K-i fekvésu, azonnal költözheto, 52 nm-es, 2 szobás, összkomfortos lakás, beépített konyhabútorral, spájzzal, muanyag nyílászárókkal, redonnyel, rovarhálóval felszerelve, 4 nm-es nagy erkéllyel feltekerheto napellenzovel, ledes világítással, mért távfutéssel, közös tárolóval, tégla építésu, szigetelt társasház zárószintjén, szép kilátással Eladó!Ha felkeltette érdeklodését az ingatlan, kérem keressen bizalommal! Vásárlóink felé díjmenetes a szolgáltatásunk.","jó állapotú","1950 és 1980 között","összkomfortos","nincs megadva","4","4","nincs","3 m-nél alacsonyabb","távfutés egyedi méréssel","nincs","nincs megadva","nincs megadva","egy helyiségben","délkelet","kertre néz","4 m²","nem","zárószint",NA,"utca, közterület - ingyenes",NA
"16","XX. kerület, Erzsébetfalva","18,9 millió Ft","35 m²","1","XX. Barkó utcában, I. emeleti egy szobás lakás eladó.Teljesen felújított, a felújítás óta soha nem lakott, 35nmAlacsony rezsi költségKözös költség: 5.000.- Ft / HóSaját villany, víz és gáz óra","felújított","1950 elott","nincs megadva","nincs megadva","1","nincs megadva","nincs megadva","3 m-nél magasabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","utcai","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"17","Siófok, Belváros","39,5 millió Ft","78 m²","3","A City Cartel ingatlaniroda eladásra kínál Siófok belvárosában egy téglaépítésu, harmadik emeleti lakást.A lakás 78 m2-es, belso elrendezése: 3 szoba, konyha-étkezo, fürdoszoba, wc és egy nagyméretu, 10 m2-es  erkély.A lakás átlagos állapotú.A lakáshoz tartozik egy tároló, mely a pinceszinten található, valamint egy autó részére udvari beállóhely is. Központi fekvésének köszönhetoen orvosi rendelo, posta, hivatalok, boltok, üzletek, iskola, óvoda néhány perces sétára található. További információkért írjon, vagy hívjon, a hét bármely napján az alábbi elérhetoségeim egyikén!","jó állapotú","1981 és 2000 között","összkomfortos","BB","3","4","nincs","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs","nincs megadva","nem","külön helyiségben","északkelet","utcai","10 m²","nem","nem tetotéri",NA,"udvari beálló - benne van az árban",NA
"18","Pécs, Baranya megye","67,9 millió Ft","180 m²","4","Pécsen a belváros szívében 2 apartmanos  lakás eladó!Befektetésre, saját részre, Airbnb-re tökéletesen alkalmas. Körpanorámával rendelkezik.  Az ingatlan akár képes 10 % + éves hozamra.Belso kétszintes, 2 lakásos, 180nm-es (Bruttó) luxus minoségben felújított. A lakás liftes házban a harmadik emeleten található, 24 órás portaszolgálat szintén a lakók kényelmét szolgálja. A lakásba lépve egy különlegesen kiépített, gépesített, konyha + étkezo fogad minket. Innen csigalépcsovel érkezünk a két külön bejáratú gyönyöruen berendezett apartmanokba. Mind a két lakás 1háló + amerikai konyhás nappalival, fürdoszobával rendelkezik. Futése házközponti, melegvizet villany bojlerek biztosítják, klímával felszerelt. IDE VALÓBAN CSAK KÖLTÖZNIE KELL!Alsó szint: közösségi térként tágas étkezo és konyha + wc-kézmosóval, + háztartási helyiség. Alábbi felszereltség: magasfényu konyhabútor 2db bárszékkel, beépített mosogatógéppel, huto-fagyasztóval, mikrohullámú sütovel, fozolappal és sütovel, étkezoasztal székekkel. A háztartási helyiségben mosógép és szárítógép, A wc-ben Geberit típ. falba épített WC-tartály, kézmosóval.Felso szint: 2 db apartman, melyek mindegyike nappali + 1 hálószobával, fürdoszobával, étkezovel és teakonyhával rendelkezik. Itt a felszereltség: 4 db inverteres split klíma távirányítóval, Geberit falba épített WC-tartályok, részben térben álló akril kádak, magasfényu fürdoszobaszekrények tükörrel és márvány mosdókkal, teakonyhák, mennyezeti LED-világítás, teljes bútorozottság mindkét apartmanban.Az apartmanok gyönyöru panorámát biztosítanak a belvárosi nevezetes épületekre (Dzsámi, TV-torony, Székesegyház, Városháza, Posta-palota, Zsinagóga, stb.) és a Mecsek-oldalra is.Kituno befektetési lehetoség, mivel szálláshelyként napi ~40 000 Ft, hosszú távú bérbeadással havi ~350 000 Ft bevétel realizálható az ingatlannal. Igény esetén garázsbeálló bérlési lehetoség biztosított.További információkért hívjon, nézze meg, tegyen egy ajánlatot!Az OTP INGATLANPONT teljes köru ügyintézéssel áll az eladók és a vevok rendelkezésére! A megvásárolni kívánt ingatlan finanszírozásához a CSOK-ot, a Babaváró hitelt, a kedvezményes hitelkonstrukciókat helyben ingyenesen intézzük. Az adásvételi szerzodés megkötéséhez igény szerint megbízható ügyvédi közremuködést, az energetikai tanúsítvány elkészítéséhez energetikust biztosítunk, segítséget nyújtunk az adásvételhez kapcsolódó ügyintézésben az ajánlattételtol a birtokba lépésig. Referenciaszám: M203447 67900000 FtReferencia szám: M203447","felújított","1981 és 2000 között","duplakomfortos","nincs megadva","földszint","nincs megadva","van","nincs megadva","házközponti egyedi méréssel","van","nincs megadva","nincs megadva","nincs megadva","nincs megadva","panorámás","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"19","Siófok, Belváros","29,9 millió Ft","54 m²","2 + 1 fél","KIZÁRÓLAG IRODÁNK MEGBÍZÁSÁBAN!!!A City Cartel Ingatlaniroda eladásra kínál Siófok belvárosi részén egy negyedik emeleti lakást.Északnyugati fekvésu, 54 m2-es panellakás, melyet még az új tulajdonos az igényeinek megfeleloen alakíthat, példaként 2 alaprajzi minta, melyeket lakberendezo készítette erre a lakásra. Az eladó ezeket a mintákat a hozzá kapcsolódó anyagokkal szükség esetén továbbadja. A ház, melyben a lakás található, 2019-ben esett át panelprogram felújításon, mely során új futéscsöveket, futotesteket, egyedi méroórákat, muanyag nyílászárókat, külso hoszigetelést és új vakolatot kapott.A lakásba belépve egy eloszobába érkezünk, melybol jobbra haladva találjuk a wc-t és a fürdoszobát, majd a kisebbik szobát. Balra pedig a nappali, melybol elérheto az erkély, mely szép panorámát nyújt a városra. Központi elhelyezkedése miatt rendkívül jó befektetés, akár albérletnek vagy nyaraltatási célból is, de állandó lakhatásra is.További információkért írjon, vagy hívjon, a hét bármely napján az alábbi elérhetoségeim egyikén!Irodáink: 8600 Siófok, Fo tér 6. (Sió Pláza -1. szint)8640 Fonyód, Ady Endre u. 5. (Balaton Áruház földszint)8638 Balatonlelle, Rákóczi út 276.Kövess minket Facebook-on is: @citycartelbalaton!Ezúton tájékoztatjuk, hogy Ön, mint érdeklodo, a pénzmosás, és terrorizmus elleni adatvédelem (GDPR) értelmében a hirdetésben megjelölt telefonszám felhívásával hozzájárul személyes adatai – így különösen neve és telefonszáma -, a hirdetést feladó City Cartel Ingatlaniroda hálózat általi - biztonságos és körültekinto - kezeléséhez, nyilvántartásához. Az alábbi linken megismerheti az adatkezelési tájékoztatónkat: ","felújítandó","1950 és 1980 között","összkomfortos","nincs megadva","4","nincs megadva","van","nincs megadva","távfutés egyedi méréssel","nincs","nincs megadva","nincs megadva","külön helyiségben","északnyugat","utcai","nincs megadva","nincs megadva","nincs megadva","részt vett","utca, közterület - ingyenes",NA
"20","Szeged, Rókus","42,7 millió Ft","84 m²","4","Belváros szélén keres 3-4 szobás lakást, garázzsal, saját kertrésszel?Szeged Rókuson, Árkád közelében, belváros szélén, 2. emeleti, kb. 69 nm-es, jelenleg 4 szobás, egyedi futésu (cirkó), klímás, folyamatosan karbantartott téglalakás földszinten saját konyhával (14,7 nm), garázzsal (18,5 nm), saját kertrésszel (137 nm) várja új tulajdonosát 2 lakásos, rendezett állapotú házban! A garázs a lakáshoz megvásárolandó, irányára: 6 M Ft. Ingatlan sok lehetoséggel, rendezett jog- és tulajdonviszonnyal & érdemes megnézni!2. emeleti lakás jellemzoi:- jelenleg 4 szoba: a tulajdonos az eredetileg konyha funkciójú helyiséget szobává alakította, így 4 lakószoba áll rendelkezésre (visszaalakítható),- világos lakás: kelet-nyugati tájolásának köszönhetoen napfényes, világos,- a kellemes homérsékletrol télen cirkó gázfutés (radiátor holeadókkal), nyáron klíma gondoskodik,- karbantartott, szép állapot: festést követoen akár azonnal költözheto is,- a lakáshoz a szinten, a lépcsoházban ún. „belso terasz” valamint egy kb. 3 nm-es kamra is tartozik!A földszint jellemzoi:- saját (kb. 14,7 nm) konyha: a lakáshoz tartozik, a lépcsoházból megközelítheto, udvarra nézo konyha,- saját kertrész (kb. 137 nm): a lakáshoz tartozik, saját kertrész végében kis tárolóval,- saját garázs (kb. 18,5 nm): a lakáshoz tartozik, utcáról nyíló garázskapuval (+ 6 M Ft)!A ház jellemzoi:- 2 lakásos ház, kis lakóközösség, konfliktusmentes választás,- önálló méroórákkal bír mindkét ingatlanrész,- karbantartott, folyamatosan újított épület: tetofelújítás kb. 10 éve volt, rendezett szép állapotú lépcsoház,- kituno elhelyezkedés: Árkád közelében, remek infrastrukturális ellátottsággal bíró ingatlan!Mind Otthonnak, mind üzleti célra (pl. iroda), vagy ezek kombinációjára is jó választás lehet! További tájékoztatásért forduljon hozzám bizalommal!","jó állapotú","1950 és 1980 között","összkomfortos","nincs megadva","2","2","nincs","3 m-nél alacsonyabb","gáz (cirko)","van","nincs megadva","nincs megadva","külön helyiségben","kelet","utcai","nincs megadva","igen","nincs megadva",NA,"önálló garázs - kötelezo megvenni","6 000 000 Ft"
