"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Panelprogram","Parkolás","Parkolóhely ára"
"251","IX. kerület, Külso-Ferencváros","35,9 millió Ft","51 m²","1 + 2 fél","Budapest IX. kerület József Attila lakótelepen, 2. emeleti, jó állapotú 1+2 szobás, erkélyes, klímás lakás eladó. Rendkívül jó elrendezésu, ideális élheto lakás. A konyha teljesen felszerelt, beépített mosogatógép is van. A háló keleti fekvésu, zöldre nézo.  A nappali déli fekvésu, mindig napos, az erkély is innen nyílik. Beépített szekrények segítik a pakolást. A lakás körbejárható. Mindenhol új muanyag nyílászárók vannak, kivéve a hálóban. Biztonsági ajtó van felszerelve, a forró nyári napokat az új klíma teszi kellemesebbé. A fürdoben szép burkolat és felültöltos mosógép is van.Remek közlekedés, kiváló infrastruktúra jellemzi a József Attila lakótelepet.  A belváros közelsége, zsibongó élettel telisége csábító, de a fás, parkos környezet nyugodt, élheto életminoséget ígér. Az ecseri úti metró megálló( M3)  2 villamos megállóra van. Az M5 bevezeto, Ülloi út mind 1-2 perc autóval. Autóval parkolni, parkolási engedéllyel lehet. Az OTP Ingatlanpont teljes köru ügyintézéssel áll az eladók és a vevok rendelkezésére! A kínálatunkból választott ingatlan finanszírozásához kedvezményes hitel- és lízingkonstrukciókat, lakástakarék-pénztári megoldásokat kínálunk. Az adásvételi szerzodés megkötéséhez igény szerint megbízható ügyvédi közremuködést biztosítunk, és segítséget nyújtunk az adásvételhez kapcsolódó ügyek intézéséhez. Ha felkeltettem érdeklodését  hívjon bizalommal! M203058","jó állapotú","1950 és 1980 között","összkomfortos","nincs megadva","2","5","nincs","3 m-nél alacsonyabb","távfutés","van","nincs megadva","nincs megadva","egy helyiségben","dél","kertre néz","4 m²","nincs megadva","nem tetotéri","nincs megadva","utca, közterület",NA
"252","XVI. kerület, Ómátyásföld","31,9 millió Ft","43 m²","1 + 1 fél","REMEK ADOTTSÁGÚ, NAPOS, 1+1 SZOBÁS, EMELETI LAKÁS, ZÖLD KÖRNYEZETBEN ELADÓ! XVI. kerület Mátyásföld, csendes, zöld utcájában, körbekerített, gondozott, parkos környezetben álló társasház emeleti 43 nm-es, 1,5 szobás, déli fekvésu, francia erkélyes, felújítandó állapotú lakása eladó. A lakás remek térszerkezetének köszönhetoen minden helyisége külön nyílik, a szobák és a konyha ablakos és déli tájolásúak, így a lakás minden napszakban világos. Az ablakokat modern ho-és hangszigetelt nyílászárókra cserélték, a futésrol konvektorok gondoskodnak, minden közmufogyasztás egyénileg mérheto, így alacsony rezsivel fenntartható az ingatlan. A nappaliban lévo hatalmas gardróbnak köszönhetoen, kevesebb bútorra van szükség, ezért tágas terek alakíthatóak ki. Az ingatlan remek alapokkal rendelkezik ahhoz, hogy leendo tulajdonos megvalósítsa benne álmait. Amennyiben további információra van szüksége vagy szeretné megtekinteni, hívjon bizalommal. M203205","felújítandó","1981 és 2000 között","összkomfortos","nincs megadva","4","4","nincs megadva","nincs megadva","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA,"nincs megadva",NA
"253","VI. kerület, Podmaniczky utca","89,9 millió Ft","90 m²","4","Bp. VI.ker. NYUGATIHOZ KÖZEL, 3 SZOBÁS LUXUS LAKÁSAz ingatlan teljes köruen felújított, minoségi anyagokból és új bútorokkal, nagyon napfényes. Két szobája utcai nézetu, az amerikai konyhás nappali-hoz 3 külön nyíló szoba tartozik, nagyon jó elrendezésu lakás. Csendes, nyugodt a társasház.PLEASE DON'T HESITATE TO CONTACT ME FOR INFORMATION IN ENGLISHHa felkeltettem érdeklodését, szívesen megmutatom a lakást, hívhat bármikor hétvégén is.Referencia szám: LK471848","felújított","1950 elott","nincs megadva","nincs megadva","1","nincs megadva","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","utcai","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"254","VIII. kerület, Józsefváros - Népszínháznegyed","49,5 millió Ft","80 m²","3","LOKÁCIÓ:- A 8.kerület egyik legfrekventáltabb részén helyezkedik el- Remek infrastruktúrával rendelkezik- Blaha Lujza tér néhány perc távolságraTÁRSASHÁZ:- Csendes, rendezett és rendkívül nyugodt- A folyosó egyedi háromszög kialakítású- Nagyon világosLAKÁS:- Gyönyöruen felújított ahogyan a képeken is látni- A lakás minden helyisége nagyon világos- Kiválóan alkalmas befektetési célra de saját részre is kituno választás- Mivel mindegyik hálószobának külön fürdoszobája és mini konyhája van ezért 3db különálló lakássá van kialakítva Saját célra venné az ingatlant? Akkor ajánlom figyelmébe ugyanis ide csak beköltöznie kell és élvezni a lakás nyújtotta elonyöket. Netán kiadási célra vásárolná? Akkor pedig azért ajánlom figyelmébe mert remekül kiadható az ingatlan akár egyszerre több embernek is hiszen több lakássá van kialakítva így nem kell mást tennie mint kiadnia és élveznie azt a csodálatos havi passzív jövedelmet amelyet ez az ingatlan kitermel Önnek. Egy szó mint száz ez ingatlan remek választás bármilyen célból is vásárolná.Amennyiben felkeltettem az érdeklodését keressen bátran.","felújított","1950 elott","nincs megadva","nincs megadva","3","nincs megadva","nincs megadva","3 m-nél magasabb","elektromos","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délkelet","utcai","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"255","I. kerület, Attila út","58,9 millió Ft","63 m²","2","Attila úton a Zerge lépcso mellett. Eladó I. kerület Krisztinaváros Váralja részen egy 63 nm-es, 2 szobás, 3. emeleti, lifttel rendelkezo, erkélyes felújítandó lakás. A ház az Attila útra meroleges. A lakás DK-i fekvésu, külön bejáratú szobákkal. A szobák ablakai a kertre, míg a többi helység ablakai a belso udvarra néznek. A nyílászárok az eredeti fa nyílászárók. A bejárati ajtó több ponton záródó biztonsági ajtó. A szobák parkettásak a többi helység járólaposak.Kis felújítással igazi otthon varázsolható belole.A lakáshoz egy 3 nm-es pince is tartozik.Család az elso tulajdonosa az ingatlannak. Tehermentes. Rövid határidovel költözhetoKözelben rendelo intézet, óvodák, iskolák, boltok, éttermek. Közlekedés kiváló, számos villamos és buszjárat érheto el. Rövid kellemes sétával a várba juthatunk fel, vagy a közelben található Vérmezore.Ajánlom pároknak, befektetésnek, Budát kedveloknek.Referencia szám: LK077735","közepes állapotú","1950 és 1980 között","nincs megadva","nincs megadva","3","nincs megadva","van","nincs megadva","távfutés","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délkelet","nincs megadva","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"256","XIII. kerület, Jász utca","85 millió Ft","72 m²","3","Körpanoráma a város szívében.A 13. kerület egyik legkedveltebb részén, Angyalföldön, a Jász utcában eladó, 5 emeletes társasházban, az 5. emeleten egy 72 nm-es , 3 szobás lakás,  egy 11 nm-es és egy15 nm-es terasszal.A lakásba belépve, a közlekedobol juthatunk, mind a háromy különbejáratú szobánkba, toalettel is ellátott kádas fürdoszobánkba és a külön mellékhelyiségünkbe is.Óriási amerikaikonyhás, 30 nm-es nappalinkból és az egyik 16 nm-es szobánkból juthatunk a 11 nm-es és a 16 nm-es teraszunkra.Hálószobáink hálószobánk 15 nm és 12 nm alapterületuek.A garázsok ára 4 millió forint/lakás.A tárolók ára 450 ezer forint/nm.Irányár: 85 millió forintSzaka József - Élet&Stílus IngatlanirodaTovábbi ingatlanokat a honlapunkon talál: eletstilusingatlan huENERGETIKAI TANÚSÍTVÁNY (zöldkártya ingatlanhoz)2012. január 1.-tol a használt lakások adásvételénél is kötelezo! Hívjon! Elkészítjük Önnek!ÜGYVÉD-0,7%Megbízható ügyvédre van szüksége? Irodánk ügyvédje a vételár 0,7 %-ért elkészíti az adásvételi szerzodését. Ha kínálatunkból vásárol, akkor még ennél kedvezobb is lehet ez a díj.LAKÁSBIZTOSÍTÁSIngatlant vásárolt? Vagy a régi biztosítását lecserélné? A Magyarországon tevékenykedo összes biztosító ajánlatai közül kiválasztjuk Önnek az árban és a szolgáltatás minoségében a leginkább megfelelot. Mindezt teljesen ingyen.HITELCégünk hiteltanácsadója-avelünk leszerzodött - Magyarországon található összes bank ajánlata közül megtalálja Önnek személyre szabottan a legjobbat!LAKBERENDEZÉSNincs ötlete, hogy mit lehetne kihozni a lakásából, hogyan lehetne újjá varázsolni? Mi segítünk Önnek!LAKÁSFELÚJÍTÁSMegbízható szakemberre lenne szüksége a lakásfelújításhoz? Nálunk megtalálja!","újszeru","2021","összkomfortos","nincs megadva","5","5","van","3 m-nél alacsonyabb","gáz (cirko)","van","nincs megadva","nincs megadva","külön és egyben is","délnyugat","kertre néz","26 m²","nincs megadva","nem tetotéri",NA,"teremgarázs hely - megvásárolható","3 000 000 Ft"
"257","V. kerület, Hold utca","203,85 millió Ft","151 m²","3","*** BEFEKTETÉSI LEHETÖSÉG ***V. kerületben a Szabadság tér közelében, 1896-ban épült impozáns épületben egyedülálló befektetési lehetoség!Pince + földszint + 3 emelet kialakítású társasház több mint a fele értékesítésre, rengeteg lehetoséget magában rejtve, egyben vagy igény szerint külön - külön is.***A pince szint 319 m2-es, földszinten utcai portálos üzlethelyiség ( 5 m belmagassággal ) + galéria: 468 m2 , 7 hrsz.: ( iroda, raktár, üzlethelyiség ), eladási ára külön: 639 700 000 Ft.*** II. emelet: 2 hrsz.: 194 m2 (iroda): 212 300 000 Ft + 129 m2 (iroda): 148 500 000 Ft, a ketto együtt: 360 800 000 Ft***III. emeleten: 4 hrsz.: 169 m2 ( 77 m2 iroda + 92 m2 lakás) Ft + 151 m2 ( 69 m2 lakás + 82 m2 lakás ) Ft, Eladási ára együtt: 407 850 000 Ft ***Belmagasság: 4,10 m. Az egyes ingatlanok külön- külön alkalmasak lehetnek lakásnak, irodának vagy bármilyen üzleti tevékenység kialakítására. Az ingatlanokban a felújítás elkezdodött, de nem került befejezésre.* Az ár a jelenlegi, felújítandó állapotra vonatkozik.*További információért keressen bizalommal!M204391","közepes állapotú","1950 elott","összkomfortos","nincs megadva","3","3","van","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","utcai","nincs megadva","nincs megadva","nincs megadva",NA,"nincs megadva",NA
"258","III. kerület, Csillaghegy - Rókahegy","69,9 millió Ft","107 m²","3","EXTRA PANORÁMA! Eladó átalakítás alatt lévo családi ház 107 nm-es teljes szintje kertkapcsolattan.A kialakítás és tervezés még folyamatban van, így a leendo tulajdonos ígényének figyelembevételével indulhatnak az átépítési és kivitelezési munkálatok.Beépített uszoda igény esetén elcsúsztatható fedéssel megtartható, ennek kialakítása egyedi megállapodás kérdése, így egy igazán exkluzív környezet alakítható ki.Az ár a jelenlegi állapotra vonatkozik.Hétvégén is elérhetoek vagyunk. VÁRJUK HÍVÁSÁT!","felújított","2001 és 2010 között","luxus","nincs megadva","nincs megadva","3","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","panorámás","nincs megadva","nincs megadva","nincs megadva",NA,"nincs megadva",NA
"259","XVII. kerület, Kaszáló utca","31,5 millió Ft","49 m²","2","Magasföldszint, ablakos konyha..Eladó 49 nm, 2 szobás lakás Rákoskeresztúron a Kaszáló utcában.Magasföldszinti, könnyen megközelítheto lakás. A szobák külön nyílnak. A közlekedoben beépített szekrény található. A konyhában külön kamra van,igény szerint lehet a konyhát ezzel a területtel bovíteni.Házközponti futés.Az ingatlan felújítása elkezdodött:- muanyag nyílászárók,új biztonsági ajtó.- fürdoszoba és a mellékhelyiség felújítása már megtörtént.Csendes,nyugodt környék, parkos, zöld környezet. Jó közlekedés, parkolás az utcán lehetséges. Iskola, óvoda a közelben.Várom hívását!","közepes állapotú","1981 és 2000 között","összkomfortos","nincs megadva","földszint","4","nincs megadva","nincs megadva","házközponti","nincs megadva","5 E Ft/hó","nincs megadva","külön helyiségben","nincs megadva","nincs megadva","nincs megadva","nem","nincs megadva","nincs megadva","nincs megadva",NA
"260","III. kerület, Újlak","52,9 millió Ft","62 m²","3","Jó alaprajzú, jó állapotú, erkélyes lakás pár lépésre a Dunától!Fobb paraméterek:- 62 m2-es, 3 szobás, jó állapotú,- egyedi mérés alapján fizetendo minden,- nagy ablakok és jól kihasznált terek jellemzik a lakást,- sok beépített szekrény és igényes burkolatok vannak,- a társasház 6 emeletes és liftes,- új nyílászárók vannak és igényesen karbantartott.Igény esetén ingatlanvideót tudok küldeni.Várom a hívását! Amennyiben nem venném fel, ígérem, amint lehetoségem adódik, visszahívom!","jó állapotú","1950 és 1980 között","összkomfortos","nincs megadva","1","6","van","3 m-nél alacsonyabb","távfutés egyedi méréssel","van","nincs megadva","nincs megadva","külön helyiségben","nyugat","kertre néz","5 m²","nincs megadva","nem tetotéri",NA,"utca, közterület",NA
"261","XIX. kerület, Kispest-Óváros","44,7 millió Ft","52 m²","2","Kispest kertvárosi részén eladó egy társas házi új építésu lakás !A ház elso és egyben a legfelso emeletén lévo négy lakása közül , ez az ingatlan az utcára nézo ablakai és a fekvése miatt csendes környezetet biztosít.Eloszoba , amerikai+konyhás nappali , szoba és fürdoszoba található az ingatlanban.A 2021.ben elkészült , azonnal költözheto lakás,  a magas színvonal jegyében épült.Elektromos redonyök és szúnyog hálós muanyag ablakok emelik az ingatlan színvonalát. Padlófutés adja a téli idokben a meleget , de  a klíma mindenhol felszerelésre került, így akár huteni és futeni is lehet külön- külön a  helyiségeket. Optikai kábel lett behúzva csak csatlakozni kell a szolgáltatónak. A bejárati ajtók szuper biztonságosak 15 ponton záródnak.A lakáshoz opcióként lehet vásárolni tárolót és kültéri vagy fedett terem garázst is.Az udvar rendezett ,körbe kerített ,térköves és füves területek jellemzik .A közlekedés a közeli foútról elérheto villamossal vagy busszal is.Kituno ár-érték ajánlat.A ház elso és egyben a legfelso emeletén lévo négy lakása közül , ez az ingatlan az utcára nézo ablakai és a fekvése miatt csendes környezetet biztosít.Eloszoba , amerikai+konyhás nappali , szoba és fürdoszoba található az ingatlanban.A 2021.ben elkészült , azonnal költözheto lakás,  a magas színvonal jegyében épült.Elektromos redonyök és szúnyog hálós muanyag ablakok emelik az ingatlan színvonalát. Padlófutés adja a téli idokben a meleget , de  a klíma mindenhol felszerelésre került, így akár huteni és futeni is lehet külön- külön a  helyiségeket. Optikai kábel lett behúzva csak csatlakozni kell a szolgáltatónak. A bejárati ajtók szuper biztonságosak 15 ponton záródnak.A lakáshoz opcióként lehet vásárolni tárolót és kültéri vagy fedett terem garázst is.Az udvar rendezett ,körbe kerített ,térköves és füves területek jellemzik .A közlekedés a közeli foútról elérheto villamossal vagy busszal is.","nincs megadva","2021","összkomfortos","nincs megadva","1","nincs megadva","nincs megadva","nincs megadva","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délkelet","nincs megadva","nincs megadva","nincs megadva","zárószint",NA,"nincs megadva",NA
"262","XIII. kerület, Katona József utca","47 millió Ft","36 m²","1","Újlipótvárosban, a közkedvelt Katona József utcában, a rakpartra nézo Palatinus házak egyikében ELADÓ 36 m2-es, magas emeleti, világos, Dunai panorámás garzonlakás.Ház:Az 1910-ben épült társasház remek állapotú, impozáns polgári hangulatú, folyamatosan karbantartott, lifttel rendelkezik. A lakóközösség szintén kiváló.Lakás:A 4. emeleten található. 2018-ban teljes köru felújítás során a vízvezetékek, gáz-, elektromos hálózat cseréje megtörtént.Muanyag ablakok távirányítós redonnyel, biztonsági bejárati ajtó, klíma került beszerelésre, a fürdoszoba is teljesen fel lett újítva.Igényes beépített, gépesített konyhabútor, az eloszobában szintén beépített szekrény található.A kanapén ülve gyönyörködhetünk a panorámában, a Duna, a Margit-sziget és a budai hegyek láthatók.A lakás bejárata mellett egy kis beugró rész kvázi teraszként használható.Igény esetén a teljes bútorzat a vételár részét képezi.Környék:Újlipótváros méltán híres és közkedvelt városrész, történelmi és építészeti örökségérol, összetartó lakóközösségérol közismert.Az utóbbi években kialakult új üzletek, vendéglátóhelyek a külföldiek számára is vonzó sétálóutcává tették a Pozsonyi utat. A városrész saját kulturális fesztivállal rendelkezik, ez a Pozsonyi Piknik.Az ingatlan mindössze pár lépésre van a Duna-parttól, közel a Szent István Park, rövid séta a West End bevásárlóközpont. Kiváló elhelyezkedés, hangulatos és biztonságos környezet, diákok, fiatalok számára ideális!Közlekedés, parkolás:A környék infrastruktúrája és közlekedése kiváló, a 4-es 6-os, 2-es villamosok, 75 és 76-os trolibuszok és a 3-as metró közelsége adott. A menetrend szerint közlekedo dunai hajójáratok is elérhetok.  Parkolás: lakcím bejelentés után ingyenes.Olyan igényes vevonek ajánlom, akinek fontos a kiváló elhelyezkedés és kényelmes közlekedés, a Duna és a Margitsziget közelsége. Befektetési célra, hosszú távú bérbeadásra is kiváló.Ha szeretne többet megtudni és személyesen megtekinti az ingatlant, kérem keressen a megadott elérhetoségeken!A KIALAKULT VÍRUSHELYZETBEN AZ ÓVINTÉZKEDÉSEK MAXIMÁLIS BETARTÁSÁVAL DOLGOZUNK! Ügyfeleink számára rendelkezésre áll megbízható ügyvédi háttér, bankfüggetlen, díjmentes hiteltanácsadás, energetikai tanúsítvány készítése, home-staging, szakérto értékesítés, kiemelt ingatlankeresési szolgáltatás.Ezúton tájékoztatjuk, hogy Ön, mint érdeklodo, a hirdetésben megjelölt telefonszám felhívásával hozzájárul személyes adatai – így különösen neve és telefonszáma -, a hirdetést feladó RV Ingatlan biztonságos és körültekinto kezeléséhez, nyilvántartásához. Az erre vonatkozó Adatkezelési tájékoztatót megismerheti az RV Ingatlan weboldalán.","felújított","1950 elott","komfortos","nincs megadva","4","6","van","3 m-nél magasabb","gáz (konvektor)","van","nincs megadva","nincs megadva","egy helyiségben","északkelet","panorámás","nincs megadva","nincs megadva","nincs megadva",NA,"utca, közterület",NA
"263","VI. kerület, Külso-Terézváros","89 millió Ft","95 m²","2 + 1 fél","Andrássy út közelében eladó egy belso kétszintes, verofényes, modern, elegáns, dupla komfortos lakás teto ráépítéses, szépen felújított épületben. Az alsó szinten találhatók a hálószobák, a felso szinten a tágas nappali és a konyha.További kérdések esetén bovebben informálom telefonon!","újszeru","2018","összkomfortos","nincs megadva","4","nincs megadva","van","nincs megadva","egyéb","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délkelet","udvari","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"264","III. kerület, Csillaghegy","147 millió Ft","123 m²","4","Budapest lakás eladó!Megvételre kínálunk Budapesten, a 3. kerületben, Csillaghegyen egy 123 m2-es társasházi lakást 21 m2 terasszal!Maga a lakás négylakásos társasházban ,  az elso emeleten található, csendes kertvárosi lakóövezetben.2006-ban épült téglából, állapota kiváló.A lakás külön helyrajzi számmal rendelkezik.Helyiségei: 3 lakószoba 12-12-15 m2;  amerikai típusú nappali-konyha-étkezo 44 m2; melyrol a 21 m2 udvarra nézo teraszra jutunk ; fürdoszoba 9,60 m2 ; wc 1,40 m2 ; elotér 12,70 m2 ; háztartási helyiség-mosókonyha 6,10 m2 ; közlekedo 9,40 m2 .Futése gázcirkó, radiátoros holeadással.Nyílászárói muanyagok, árnyékolókkal, reluxákkal  ellátva. A teraszon elektromos árnyékoló van.Az ingatlanban két darab inverteres huto- futo klíma van felhelyezve.A telek területe 1270 m2.A konyhabútor beépített, gépesített.A közös költség tartalmazza a takarítást, kertrendezést, locsolást, felújítási alapot.Parkolás az udvarban , saját  fedett gépkocsi beállóban.Automata kapu, kaputelefonos rendszer.Boltok, iskola, óvoda, tömegközlekedés a közelében.Szép környezet, jó szomszédok.Kedvezményes hitellehetoségek, CSOK, Babaváró hitel irodánkban sorban állás nélkül  igényelhetoek .További kérdéseire készséggel válaszolok!Energetikai tanúsítvány, értékbecslés rövid határidovel!","jó állapotú","2001 és 2010 között","nincs megadva","nincs megadva","1","2","nincs megadva","3 m-nél alacsonyabb","gáz (cirko)","van","nincs megadva","nincs megadva","külön helyiségben","nincs megadva","udvari","21 m²","igen","nincs megadva",NA,"udvari beálló",NA
"265","VIII. kerület, Vas utca","179 millió Ft","214 m²","6","Irodának és lakásnak egyaránt kiváló nagypolgári lakás Budapest szívében!Hat szobás, lakásként és irodaként egyaránt kiválóan használható belvárosi lakás vár új gazdájára a Palotanegyedben!A 214 négyzetméter alapterületu levegos otthon ötödik emeleti magasságában, a tetok szintjén nincs szomszéd! A tágas, világos lakás valamennyi ablaka utcai, de a forgalom zajából itt már nem lehet hallani semmit!A város utoerének szomszédságából nemcsak autóval és busszal, hanem köszönhetoen a metró-, villamos- és buszjáratoknak - gyalog is mindenhova gyorsan célba ér!A futést korszeru kombi-cirkó biztosítja! A nyári forróságra gondolva a tulajdonosok légkondicionáló készülékekkel is ellátták el ingatlant!Dupla-komfortos! A frissen felszerelt vízóráknak köszönhetoen a közös költség mindössze 50 000 forint!Az Uránia és a Színház- és Filmmuvészeti Egyetem szomszédságában a parkolás nem könnyu, ugyanakkor nem reménytelen! Nem úgy, mint a szomszédban!Jöjjön, gyozodjünk meg közösen róla, hogy érdemes-e itt lakni és dolgozni!Hét végén szombaton is rendelkezésére állok!","közepes állapotú","1950 elott","duplakomfortos","nincs megadva","5","6","van","3 m-nél magasabb","gáz (cirko)","van","nincs megadva","nincs megadva","külön és egyben is","kelet","utcai","8 m²","nem","nem tetotéri",NA,"nincs megadva",NA
"266","XIV. kerület, Ilka utca","33,5 millió Ft","39 m²","1","A CasaNetWork Ingatlaniroda megvételre kínál egy 39 m2-es lakást Budapest 14. kerületében, az Ilka utcában.Az eladó lakás jellemzoi:- a lakás a 14. kerület egyik legfrekventáltabb utcájában, az Ilka utcában található, közel a Városligethez és a diplomatanegyedhez, kiváló az infrastruktúra,- egy 3 emeletes tégla építésu társasház 2. emeletén található,- nyitott lépcsoházból jutunk be a lakásba, a biztonságról kapuzár gondoskodik, - az ingatlan keleti tájolású, ennek köszönhetoen a legmelegebb nyári napokon sincs hoség a lakásban,- a lakótér területe 39 m2- rendelkezésre álló helyiségek: elotér, konyha/étkezo, fürdoszoba/WC, galériázott szoba- az elotérben és a szobában faparketta található, a többi helyiség járólappal burkolt,- a nyílászárók típusa fa, az árnyékolásról a szobában redony gondoskodik,- a lakás futésérol konvektorok gondoskodnak,- a lakáshoz tartozik egy tároló helyiség is a ház alatti pincében,- a parkolás a házhoz tartozó zárt udvarban kényelmesen megoldható, - a közös költség havi 10.000 Ft, - a lakás tehermentes, 1/1 tulajdonban van, rövid idon belül költözheto.Amennyiben a lakás vagy bármely  a kínálatunkban található ingatlan felkeltette érdeklodését, kérem hívjon bizalommal!Kollégáim díjmentes, bank-semleges hitelügyintézéssel állnak rendelkezésére.CasaNetWork - Ingatlanban otthon vagyunk!","jó állapotú","1950 és 1980 között","összkomfortos","nincs megadva","2","3","nincs","3 m-nél magasabb","gáz (konvektor)","nincs","nincs megadva","nem","egy helyiségben","kelet","udvari","nincs megadva","nem","nem tetotéri",NA,"udvari beálló - benne van az árban",NA
"267","VII. kerület, István utca","15,9 millió Ft","23 m²","1","Eladó a 7. kerület egy csendes utcájában, a Városligethez közel, Állatorvosi egyetem szomszédságában, egy 23 nm-es felújítandó lakás. A jelenlegi állapot komfort nélküli. A lakás két helyiségbol áll, világos napos.. Diákoknak kiváló albérlet helyett, befektetoknek az egyetem közelsége miatt, kimondottan jó lehetoség.Tehermentes, azonnal birtokba veheto.","felújítandó","1950 elott","komfort nélküli","nincs megadva","földszint","4","nincs megadva","3 m-nél magasabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,"nincs megadva",NA
"268","XI. kerület, Muskotály utca","70 millió Ft","74 m²","3","Sashegyen, a Muskotály utcában eladó 2 lakásos társasházban, egy szintes, 74 nm-es lakás, saját, kizárólagos használatú, elkülönített kertrésszel. Budai, csendes, családiházas környezetben, még is pár percre a BAH csomóponttól, így kiváló az infrastruktúra! Családosoknak és fiatal párok számára is alkalmas a környezet és maga az ingatlan is.A jelenlegi belso kialakítás könnyen átalakítható a mai modern igényeknek megfeleloen. Igazán sok lehetoség rejlik az ingatlanon belül és kívül is. Remek lehetoség mindazoknak, akik saját maguk ízlése és igénye szerint kívánják kialakítani új otthonukat, vagy akár befektetés céljából.Az ingatlanról:- tágas helyiségek- nappali+konyha, étkezo, 2 hálószoba, fürdoszoba, közlekedo- szinteltolásos kert rész- 3 nyitott gépkocsi beálló - saját pince az udvarban-az utcán ingyenes parkolásKözlekedés: -17-es, 61-es villamos-212-es, 24-es, 8E, 108E, 110-es, 112-es, 139-es, 140A és a 140-es autóbusz-M7, M1 autópálya Infrastruktúra:-MOM Park-Hegyvidék Bevásárló Központ-BIO piac-benzinkút (0-24 SPÁR élelmiszer shoppal)Gyozodjen meg személyesen is, az általam kínált ingatlan kiválóságáról és keressen bizalommal!","jó állapotú","1950 és 1980 között","nincs megadva","nincs megadva","földszint","nincs megadva","nincs megadva","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","dél","utcai","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"269","III. kerület, Kaszásdulo - Filatorigát","99,5 millió Ft","67 m²","3","ELADÓ EGY 3 SZOBÁS ÚJ ÉPÍTÉSU TERASZOS LAKÁS A III. KERÜLETBENELADÓ 3 szobás bútorozott, lakás új építésu (2020) házban az Eurocenter közelében csodás nagy terasszal.A ház a III. kerületben, a Vörösvári útról nyíló mellékutcában helyezkedik el. A 3 szintes társasházat 2020-ban építette megbízható beruházó.A liftes házban összesen 10 lakás található, melyek egyedi cirkófutéssel rendelkeznek.Lakás jellemzoi:- 3. emeleti, 67 + 29 nm erkélyes, praktikus elrendezésu ingatlan.- Amerikai konyhás nappali + 2 hálószobás.- A lakás konyhája elektromos készülékekkel felszerelt. ( mosógép, süto és fozolap, elszívó, kombinált hutoszekrény.) és a lakás bútorozott.- A terasz megközelítheto a nappaliból és a hálókból is- a lakásban kádas fürdoszoba és külön WC található. - Villany, víz és gázdíj elszámolása fogyasztás alapján történik.1 db Teremgarázs beálló külön  megegyezés szerint.KÖRNYEZET:Az ingatlan rendkívül jó infrastruktúra mellett található, a közelében számos sportolási lehetoség, szabadidos tevékenység található (pl.: uszoda, futópálya, kosárlabda, golf, edzoterem, jóga). Sétatávolságra piac, iskola (Óbudai Egyetem, Árpád Gimnázium, British School), bevásárlóközpontok (Eurocenter, Stop Shop, Flórián tér a közelben továbbá Aldi, Lidl, InterSpar, StopShop, Rendelointézet, Gyógyszertár)TÖMEGKÖZLEKEDÉS:KITUNO, 3-4 perc sétára a Bécsi út - Vörösvári úti keresztezodésnél található  Villamos megállóktól (1-es, 17-es,19-es, 41-es villamosok)Kérdése esetén keressen bizalommal a hét bármely napján!Egyedi igényekre szabott lakáshitelekkel állunk rendelkezésére. Bankfüggetlen hitelcentrumunk az országban elérheto összes bank és hitelintézet ajánlatát versenyezteti az Ön számára díjmentesen.","nincs megadva","2020","összkomfortos","nincs megadva","3","nincs megadva","van","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","északnyugat","utcai","29 m²","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
