"","address","price","area","noroom","description","Ingatlan állapota","Építés éve","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Futés","Légkondicionáló","Rezsiköltség","Akadálymentesített","Fürdo és WC","Tájolás","Kilátás","Erkély mérete","Kertkapcsolatos","Tetotér","Panelprogram","Parkolás","Parkolóhely ára"
"11","XII. kerület, Istenhegy","300 millió Ft","200 m²","4","INGATLAN HELYSZÍNE:XII. kerület egyik legkeresettebb részén, Istenhegyen található. A környék infrastruktúrája kiváló, közlekedési szempontból is ideális, hiszen tömegközlekedéssel is és gépjármuvel is könnyedén megközelítheto. Közelben iskola, óvoda található. ÉPÜLET JELLEMZOI:Az egyik legelegánsabb budai címen található, Elvehetetlen PANORÁMÁVAL rendelkezo, Jó állapotú, kis lakóközösségu ház.LAKÁS:200nm-es (tulajdoni lapon 182nm), nappali + 3 hálós, 2 fürdos, Gyönyöru elvehetetlen PANORÁMÁS, teraszos, jó állapotú lakás.Összefoglalva:Hatalmas terek, stílusos és elegáns megoldások, a kényelem és a nyugalom egyvelege. Az ember egy olyan otthonba élhet nap, mint nap, ami tökéletesen kielégíti elvárásait, kényezteti érzékeit és maximális biztonsággal megóvja szeretteit. PARKOLÁS:2 autó számára, fedett beálló.Teljes köru, hitel- és biztosítási ügyintézéssel, kedvezményes ügyvédi munkadíjjal állunk szíves rendelkezésükre. További információért, illetve idopont egyeztetéssel kapcsolatban keressenek minket bizalommal, a telefont hétvégén is felvesszük. Több ingatlanunk esetében ingatlanbeszámítás is lehetséges, a részletekrol érdeklodjön telefonban.Vevoink számára a közvetítés díjtalan.WE SPEAK ENGLISH, FEEL FREE TO CALL US.","jó állapotú","nincs megadva","nincs megadva","nincs megadva","1","nincs megadva","nincs megadva","nincs megadva","gáz (cirko)","van","nincs megadva","nincs megadva","külön és egyben is","nincs megadva","panorámás","30 m²","nincs megadva","nincs megadva",NA,"önálló garázs",NA
"12","III. kerület, Juhász Gyula utca","51,8 millió Ft","81 m²","2 + 2 fél","Békásmegyeren Duna feloli oldalon jó állapotú csendes környezetben lévo ingatlanomat kínálom eladásra. Nyílászáró csere  volt, parkettázott az épület panel programba vett részt a futotesteken méroóra van 2+2 félszoba Dunához közel pünkös fürdoi strandhoz közel szép zöld övezetben buszmegálló 5 percre van a hév megálló 10 perc kérésre képeket is tudok küldeni az ingatlanról. Kérem ingatlanosok ne keressenek köszönöm.","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","4 m²","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA
"13","X. kerület, Ligettelek","13 millió Ft","19 m²","1","Egy 19 nm-es garzonlakás keresi új tulajdonosát a X.kerületben.Az ingatlan a kerület egyik csendes utcájában található.Pár percnyi sétára elérheto több tömegközlekedési vonal, bolt és iskola is.Az ingatlan a következo tulajdonosától függoen akár lakásként, akár üzlethelyiségként is használható.Magánszemélyek és befektetok számára is ideális választás.Amennyiben felkeltette az érdeklodését, keressen bizalommal! 13000000 FtReferencia szám: H434498","felújítandó","1950 és 1980 között","nincs megadva","nincs megadva","földszint","nincs megadva","nincs megadva","3 m-nél alacsonyabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","kelet","utcai","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"14","I. kerület, Víziváros","54,9 millió Ft","72 m²","2","LOKÁCIÓ:- A Széna tér és a patinás Hattyú utca sarkán található;- Központi elhelyezkedésének köszönhetoen kiváló a közlekedése;- A Széll Kálmán tér közelsége: M2 mellett több busz, 4-6,17 villamos elérheto;- A közelben minden megtalálható, amire a mindennapi életben szükségünk lehet;- Bevásárlási lehetoség, Mammut, Posta, éttermek, drogériák, gyógyszertár, iskolák.A HÁZ:- Szépen rendben és karbantartott tégla társasház;- A teto beépítve és kiváló állapotban;- Lift van;- Kiváló közös képviselettel rendelkezik;- Nyugodt, csendes, normális lakóközösség.A LAKÁS:- 4 emeletes ház harmadik emeletén található;- 72 négyzetméter, 2 szobás;- Nyílászárók.fa;- Tájolás: északnyugat, ezáltal nagyon szép világos, napfényes;- Futés: gázkonvektor;- Fürdoszoba és WC külön;- Állapot: felújítandó.TOVÁBBI INFORMÁCIÓK:- Birtokbaadási határido: maximum 1,5 hónap;- Közös költség 20.000Ft/hó mely tartalmazza: vízfogyasztás, felújítási alap, szemétszállítás, takarítás, világítás, csatorna díj;- Parkolás az utcán megoldható.Ez az ingatlan a „HUSÉG” megbízási portfólióhoz tartozik, ezzel kapcsolatban tájékozódjon a weboldalunkon, vagy kérjen tájékoztatást telefonon.Tetszik Önnek az ingatlan? Kérdése van?Hívjon bizalommal és minden kérdésére válaszolok.Eladna valamit a vásárlás elott? Jelenlegi ingatlanja értékesítésében is állok rendelkezésére.Hitelre van szüksége a vásárláshoz? Hitelszakérto csapatunk ingyenes ügyintézéssel éshiteltanácsadással segítik! Ajánlatunk nem csak a nálunk vásárolt ingatlanok esetén érvényes!Hívjon még ma és mi megoldjuk az ingatlanügyeit!Ez az ingatlan a Huség csomag megbízási portfólióhoz tartozik.","felújítandó","1950 elott","nincs megadva","nincs megadva","3","nincs megadva","van","3 m-nél magasabb","gáz (konvektor)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","északnyugat","utcai","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"15","II. kerület, Buday László utca","84,9 millió Ft","111 m²","5","2. ker. Buday L. utcában, forgalommentes osfás kertre nézo 5 szobás kertkapcsolatos lakás!Budai belváros egyik legexkluzívabb és legjobban frekventált környékén, a 2. kerület Országút részén, a Rózsadomb lábánál, a Mechwart liget és a Margit utcai park szomszédságában a Buday László utcában, pár perc sétára a Margit hídtól, a Margit szigettol, a Széll Kálmán tértol és a 2- es metró vonalától, valamint Millenáristól, a Mammut bevásárló központtól, és a 4-es és 6-os villamos állomásaitól, kiváló infrastruktúrájú patinás környéken, a 20-as években épült kituno állapotú folyamatosan karbantartott társasházban eladó, egy belso kert és a szomszédos forgalommentes osfás park irányába tájolt,  111 nm-es területtel + kb 60 nm-es kertkapcsolattal + 4 nm saját tárolóval rendelkezo, 1 nappali + 4 hálószobás, napfényes, rendkívül hangulatos, kituno beosztású, olcsó rezsiju, kondenzációs gáz-cirkófutéses, két irányba tájolt, közepes állapotú, kertkapcsolatos nagypolgári lakás.A társasház a 20-as években épült, kituno állapotú, folyamatosan karbantartott 30 lakásos társasház, anyagilag rendezett körülményekkel és remek lakóközösséggel rendelkezik. Osfás kertjében belso kis park és játszótér került kialakításra. A lakás lakható állapotú, de bizonyos részek felújítandók. Nem hivatalosan, de kapcslódik hozzá egy kb. 60 nm-es belso zöld udvar, amely közvetlenül csak ebbol a lakásból közelítheto meg, illetve lépcsoház felol is csak ennek a lakásnak van hozzá kulcsa és az itt lakók használhatják. A nappali ablaka erre az udvarra, a hálószobák ablakai a forgalommentes csendes osfás belsokert és a szomszédos park irányába tájoltak, 3 -3 ablakokkal, ennek köszönhetoen rendkívül csendes, madárcsicsergos és természetközeli hangulatú. A közelmúltban új Ariston típusú kondenzációs gáz-cirkó futés került kialakításra, a kémény ennek megfeleloen bélelve lett. Jelenlegi beosztását tekintve 1 nappali, 4 hálószoba, 1 kádas fürdoszoba + WC, második zuhanyzós fürdoszoba + WC, külön helyiségben található ablakos konyha + étkezo + kamra kialakítású. Belmagassága 3.6 méter. Igény szerint galériázható.Nagy ablakos belso udvarra nézo csendes nappali, kb. 60 nm kertkapcsolat, 3 különnyíló parkra nézo hálószoba, 1 belso udvarra nézo dolgozószoba, csendes osfás forgalommentes tájolás és elhelyezkedés, berendezett és gépesített ablakos konyha + spájz, egy kádas és egy zuhanyzós fürdoszoba egy-egy WC-vel, redonyös gerébtokos fa nyílászárók, kondenzációs gáz-cirkó futés, bélelt kémény, riasztó, fa beltéri ajtók, gardrób és beépített szekrények, lakáshoz tartozó tároló, kituno beosztás és alakíthatósági lehetoségek, egyedi és különleges adottságok, hangulatos patinás belbudai környezet, alacsony rezsi költségek (gáz átalány 15 000 Ft + közösköltség 15 000 Ft) és nagyon jó ár-érték arány jellemzi.Elonyös központi elhelyezkedése, a pesti belváros közelsége, a környék színvonala, fejlesztései és nagy volumenu beruházásai okán, valamint az ingatlan elonyös adottságainak, különleges egyedi mivoltának és nagyon jó ár-érték arányának köszönhetoen befektetésnek is ajánlható.Akár két lakássá is osztható. Kiválóan alkalmas magánlakásnak, rendelonek vagy akár irodának. Irányár: 85 000 000 FtKÉRNÉM, HOGY INGATLANOSOK NE KERESSENEK!!! KÖSZÖNÖM :)","felújítandó","1950 elott","duplakomfortos","nincs megadva","földszint","5","nincs megadva","3 m-nél magasabb","gáz (cirko)","nincs megadva","35 E Ft/hó","nincs megadva","külön és egyben is","nincs megadva","kertre néz","nincs megadva","igen","nem tetotéri",NA,"nincs megadva",NA
"16","IX. kerület, Lónyay utca","67 millió Ft","71 m²","2","Kiváló lehetoség Belso-Ferencváros kiemelt részén! A Bálna és a Nehru Part közvetlen szomszédságában eladóvá vált, egy 71 m2-es, 2 különnyíló szobával rendelkezo, kiváló állapotú lakás. Az ház rendezett, felújítási pályázatokon sikeres, a vezetékek, a lift, illetve az udvar ko burkolatának cseréje megtörtént. Az ingatlan muszakilag és esztétikailag kifogástalan. Az elmúlt 2 évben megtörtént az összes futotest lecserélése, héza-kályha újraépítése, új parketta, emellett az ajtók és a falak is ki lettek festve. Az ingatlanhoz tartozik egy 4 m2-es pince helység, illetve a 24.500 Ft közös költség részét képzi egy 2 m2-es tároló bérlése, a vízhasználat, lépcsoház takarítása, közös energia használat, szemétszállítási díj, és felújítási alapot. A képeken látható bútorok igény szerint megvásárolhatóak. A szobák napfényesek a DK-i tájolásnak köszönhetoen. Parkolási lehetoség van az utcán. Kivételesen jó lokáció: Néhány perc sétával megközelítheto az M3, M4-es metró, 15-115-ös busz a ház elott rak le, 2-es villamos, közelben a Kálvin térrol számos járat elérheto, bevásárlási lehetoség, kormányablak, játszótér, Budapest Corvinos Egyetem közvetlen szomszéd, éttermek, bár, pékség, kávézó Az OTP Ingatlanpont teljes köru ügyintézéssel áll az eladók és a vevok rendelkezésére! Az ingatlan finanszírozásához kedvezményes hitel- és lízingkonstrukciókat, lakástakarék-pénztári megoldásokat kínálunk. Az adásvételi szerzodés megkötéséhez igény szerint több évtizedes ingatlanpiaci tapasztalattal rendelkezo ügyvédi közremuködést biztosítunk, és rendelkezésre állunk az adásvételhez kapcsolódó ügyek intézésében is.","felújított","1950 elott","összkomfortos","nincs megadva","2","5","van","3 m-nél magasabb","egyéb","nincs megadva","nincs megadva","nem","egy helyiségben","délkelet","utcai","nincs megadva","nem","nem tetotéri",NA,"utca, közterület - fizetos övezet",NA
"17","XVII. kerület, Tápiógyörgye utca","35 millió Ft","42 m²","2","A 17. kerület kertvárosi részén, Rákoskeresztúron, elso tulajdonostól eladó egy 2003-ban átadott, még sosem lakott, frissen felújított, saját belso udvari gépkocsibeállóval rendelkezo, világos, téglaépítésu, tetotéri, összkomfortos lakás, a Sági lakóparkban. Az ingatlan alacsony rezsiju, per és tehermentes, 1/1-es magántulajdonban van, azonnal birtokba veheto.  A lakás a társasház 2. emeletén található, saját 4m2-es terasszal. Alapterülete 42nm (bruttó 55nm). A tetotéri hoszigetelt Velux ablakok sötétítokkel vannak ellátva. Saját gáz-, víz- és villanyórával, kombi cirkós futéssel. A lakás elrendezése praktikus, amerikai konyha kialakítására alkalmas nappalival, egy hálószobával. Akár két hálószoba és egy konyha + étkezo helység is könnyedén kialakítható. A lakás zárt lépcsoházon keresztül közelítheto meg. A lakóközösség kiváló, barátságosak és segítokészek a szomszédok. A társasház saját elkerített belso kertje gyönyöru, igényesen gondozott virágokkal és fákkal, parkosított résszel rendelkezik. Az infrastruktúra kiváló, jó a tömegközlekedés. Az orvosi rendelo, a bölcsode, az óvoda és iskola csak néhány perc séta. A közelben található egy pékség, egy LIDL, egy benzinkút, a Home Center, továbbá számos szaküzlet és szolgáltató. Az ingatlan befektetési célból is kiváló lehetoség, hiszen az könnyedén kiadható.Két egymás melletti lakást kínálok eladásra. A lakások szinte azonos paraméterekkel rendelkeznek. Mindketto saját tulajdon, magánszemélytol eladók. Megvásárolhatók külön-külön, de akár együtt mind a ketto is. Igény esetén, akár a két lakás össze is nyitható. Az eladásban ingatlan ügynökök segítségét NEM KÉREM!","felújított","2001 és 2010 között","nincs megadva","nincs megadva","2","2","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","egy helyiségben","nincs megadva","nincs megadva","4 m²","nincs megadva","tetotéri",NA,"udvari beálló - benne van az árban",NA
"18","VI. kerület, Külso-Terézváros","66 millió Ft","75 m²","2","A Kodály körönd, Andrássy út közelében, a Szinyei Merse utcában lakás eladó.A lakás 75 m2-es (valóságban 78 m2) felújított állapotban várja új tulajdonosát.A társasház 2. emeletén helyezkedik el, világos, utcai nézetu szobákkal.A konyha belso kertre néz.A társasház karbantartott, és hamarosan kezdodo további megújulás elott áll, amely során homlokzatfelújítás és lift kiépítés is történik majd.","felújított","1950 és 1980 között","nincs megadva","nincs megadva","2","nincs megadva","nincs megadva","3 m-nél magasabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","dél","utcai","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"19","VI. kerület, Belso-Terézváros","139 millió Ft","124 m²","3","RITKASÁG AZ INGATLANPIACON!Budapest egyik legjellegzetesebb épületében a Deák térre nézo ANKER HÁZBAN eladová vált egy LAKÁS!A 124 nm-es lakásból, hangszigetelo fallal 2 külön nyíló, önálló méroórával rendelkezeo lakás került kialakításra.A 2014-es felújítás során minden nyílászáró, vezeték, cso rendszer cserélve lett.Minden szoba abalka az Anker köz-re néz.A nagyobbik lakás nappali+hálószoba elrendezésu 72nm-re eso fürdoszobában tusoló található.A kisebbik lakás pedig 1 szoba+fürdoszoba+konyha elrendezésu 45nm alapterületu.A házban a rövidtávú bérbe adás engedélyezve van.A jelenlengi tulajdonos mindkét ingatlan igény szerint haszosítja.(utobbi idoszakban hosszabb távon volt bérbe adva)A lakások fütése nagyon kedvezo házközponti kazánról üzemel a megvíz pedig önálló okosbejlerrol.A vétel ár a konyha bútort tartalmazza.A gépek és a berendezési tárgyak igény szerint maradhatnak.","felújított","1950 elott","nincs megadva","nincs megadva","4","nincs megadva","van","3 m-nél magasabb","házközponti","nincs megadva","nincs megadva","nincs megadva","nincs megadva","délnyugat","utcai","nincs megadva","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
"20","XI. kerület, Kelenföld","139 millió Ft","186 m²","4","Központi elhelyezkedése miatt kiváló lehetoség vállalkozási célra, de tágas tereinek köszönhetoen családoknak is optimális választás.Infrastruktúra:- remek közlekedés:  1 percen belül található a villamosmegálló (19,49) és a buszmegálló (7, 114, 213, 214)- iskola, óvoda, bevásárlási lehetoség, szabadido tevékenységek 500 méteren belül;Épület leírása:- 2 szintes villaépület;- teljes összközmuves;- tetotér beépítési lehetoség;- társasházi besorolás;  - felso két szinten található, szintenként egy-egy külön álló - saját lépcsoházból nyíló, külön bejáratú lakás,;- kétállásos garázs (23 nm), két kerti beálló hely,- elektromos bejárati ajtó;- saját tároló hely;- 30 nm-es terasz;Lakás leírása:- 2 külön bejárattal és önálló helyrajzi számon lévo lakás,- 1. szinten lévoi lakás : 116 nm, három szoba, egy külso és egy belso eloszoba, konyha, egy fürdoszoba wc-vel, egy külön WC kézmosóval, kamra, és egy - parkra nézo 30 nm-es terasz, kilátás a Citadellára;- 2.szinten lévo lakás: 40 nm, eloszoba, 1 szoba, 1 félszoba, gardrób, fürdoszoba wc-vel, közlekedo;-  jelenleg padlásként használt, beépítetlen tetotér, Gellért-hegyi panorámás 60 nm-es helyiség.A telek mérete 1120 nm, ebbol 980 nm, gondozott, parkosított kert közös társasházi tulajdonban.A ház 2002-ben, a lakások pedig 2013-ban teljes felújításon esett át;Mindkét szint riasztóval felszerelt.Ajánlom ezt a hangulatában egyedülálló felújított, de egyediségét magtartó villa épületet azoknak, akik elonyben részesítik és érzik az értékét ezeknek az épületeknek.","közepes állapotú","1950 és 1980 között","nincs megadva","nincs megadva","1","nincs megadva","nincs megadva","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nincs megadva","nincs megadva","dél","kertre néz","20 m²","nincs megadva","nem tetotéri",NA,"nincs megadva",NA
